"city_id","last_update"
1,"2006-02-15 09:45:30"
2,"2006-02-15 09:45:30"
3,"2006-02-15 09:45:30"
4,"2006-02-15 09:45:30"
5,"2006-02-15 09:45:30"
6,"2006-02-15 09:45:30"
7,"2006-02-15 09:45:30"
8,"2006-02-15 09:45:30"
9,"2006-02-15 09:45:30"
10,"2006-02-15 09:45:30"
11,"2006-02-15 09:45:30"
12,"2006-02-15 09:45:30"
13,"2006-02-15 09:45:30"
14,"2006-02-15 09:45:30"
15,"2006-02-15 09:45:30"
16,"2006-02-15 09:45:30"
17,"2006-02-15 09:45:30"
18,"2006-02-15 09:45:30"
19,"2006-02-15 09:45:30"
20,"2006-02-15 09:45:30"
21,"2006-02-15 09:45:30"
22,"2006-02-15 09:45:30"
23,"2006-02-15 09:45:30"
24,"2006-02-15 09:45:30"
25,"2006-02-15 09:45:30"
26,"2006-02-15 09:45:30"
27,"2006-02-15 09:45:30"
28,"2006-02-15 09:45:30"
29,"2006-02-15 09:45:30"
30,"2006-02-15 09:45:30"
31,"2006-02-15 09:45:30"
32,"2006-02-15 09:45:30"
33,"2006-02-15 09:45:30"
34,"2006-02-15 09:45:30"
35,"2006-02-15 09:45:30"
36,"2006-02-15 09:45:30"
37,"2006-02-15 09:45:30"
38,"2006-02-15 09:45:30"
39,"2006-02-15 09:45:30"
40,"2006-02-15 09:45:30"
41,"2006-02-15 09:45:30"
42,"2006-02-15 09:45:30"
43,"2006-02-15 09:45:30"
44,"2006-02-15 09:45:30"
45,"2006-02-15 09:45:30"
46,"2006-02-15 09:45:30"
47,"2006-02-15 09:45:30"
48,"2006-02-15 09:45:30"
49,"2006-02-15 09:45:30"
50,"2006-02-15 09:45:30"
51,"2006-02-15 09:45:30"
52,"2006-02-15 09:45:30"
53,"2006-02-15 09:45:30"
54,"2006-02-15 09:45:30"
55,"2006-02-15 09:45:30"
56,"2006-02-15 09:45:30"
57,"2006-02-15 09:45:30"
58,"2006-02-15 09:45:30"
59,"2006-02-15 09:45:30"
60,"2006-02-15 09:45:30"
61,"2006-02-15 09:45:30"
62,"2006-02-15 09:45:30"
63,"2006-02-15 09:45:30"
64,"2006-02-15 09:45:30"
65,"2006-02-15 09:45:30"
66,"2006-02-15 09:45:30"
67,"2006-02-15 09:45:30"
68,"2006-02-15 09:45:30"
69,"2006-02-15 09:45:30"
70,"2006-02-15 09:45:30"
71,"2006-02-15 09:45:30"
72,"2006-02-15 09:45:30"
73,"2006-02-15 09:45:30"
74,"2006-02-15 09:45:30"
75,"2006-02-15 09:45:30"
76,"2006-02-15 09:45:30"
77,"2006-02-15 09:45:30"
78,"2006-02-15 09:45:30"
79,"2006-02-15 09:45:30"
80,"2006-02-15 09:45:30"
81,"2006-02-15 09:45:30"
82,"2006-02-15 09:45:30"
83,"2006-02-15 09:45:30"
84,"2006-02-15 09:45:30"
85,"2006-02-15 09:45:30"
86,"2006-02-15 09:45:30"
87,"2006-02-15 09:45:30"
88,"2006-02-15 09:45:30"
89,"2006-02-15 09:45:30"
90,"2006-02-15 09:45:30"
91,"2006-02-15 09:45:30"
92,"2006-02-15 09:45:30"
93,"2006-02-15 09:45:30"
94,"2006-02-15 09:45:30"
95,"2006-02-15 09:45:30"
96,"2006-02-15 09:45:30"
97,"2006-02-15 09:45:30"
98,"2006-02-15 09:45:30"
99,"2006-02-15 09:45:30"
100,"2006-02-15 09:45:30"
101,"2006-02-15 09:45:30"
102,"2006-02-15 09:45:30"
103,"2006-02-15 09:45:30"
104,"2006-02-15 09:45:30"
105,"2006-02-15 09:45:30"
106,"2006-02-15 09:45:30"
107,"2006-02-15 09:45:30"
108,"2006-02-15 09:45:30"
109,"2006-02-15 09:45:30"
110,"2006-02-15 09:45:30"
111,"2006-02-15 09:45:30"
112,"2006-02-15 09:45:30"
113,"2006-02-15 09:45:30"
114,"2006-02-15 09:45:30"
115,"2006-02-15 09:45:30"
116,"2006-02-15 09:45:30"
117,"2006-02-15 09:45:30"
118,"2006-02-15 09:45:30"
119,"2006-02-15 09:45:30"
120,"2006-02-15 09:45:30"
121,"2006-02-15 09:45:30"
122,"2006-02-15 09:45:30"
123,"2006-02-15 09:45:30"
124,"2006-02-15 09:45:30"
125,"2006-02-15 09:45:30"
126,"2006-02-15 09:45:30"
127,"2006-02-15 09:45:30"
128,"2006-02-15 09:45:30"
129,"2006-02-15 09:45:30"
130,"2006-02-15 09:45:30"
131,"2006-02-15 09:45:30"
132,"2006-02-15 09:45:30"
133,"2006-02-15 09:45:30"
134,"2006-02-15 09:45:30"
135,"2006-02-15 09:45:30"
136,"2006-02-15 09:45:30"
137,"2006-02-15 09:45:30"
138,"2006-02-15 09:45:30"
139,"2006-02-15 09:45:30"
140,"2006-02-15 09:45:30"
141,"2006-02-15 09:45:30"
142,"2006-02-15 09:45:30"
143,"2006-02-15 09:45:30"
144,"2006-02-15 09:45:30"
145,"2006-02-15 09:45:30"
146,"2006-02-15 09:45:30"
147,"2006-02-15 09:45:30"
148,"2006-02-15 09:45:30"
149,"2006-02-15 09:45:30"
150,"2006-02-15 09:45:30"
151,"2006-02-15 09:45:30"
152,"2006-02-15 09:45:30"
153,"2006-02-15 09:45:30"
154,"2006-02-15 09:45:30"
155,"2006-02-15 09:45:30"
156,"2006-02-15 09:45:30"
157,"2006-02-15 09:45:30"
158,"2006-02-15 09:45:30"
159,"2006-02-15 09:45:30"
160,"2006-02-15 09:45:30"
161,"2006-02-15 09:45:30"
162,"2006-02-15 09:45:30"
163,"2006-02-15 09:45:30"
164,"2006-02-15 09:45:30"
165,"2006-02-15 09:45:30"
166,"2006-02-15 09:45:30"
167,"2006-02-15 09:45:30"
168,"2006-02-15 09:45:30"
169,"2006-02-15 09:45:30"
170,"2006-02-15 09:45:30"
171,"2006-02-15 09:45:30"
172,"2006-02-15 09:45:30"
173,"2006-02-15 09:45:30"
174,"2006-02-15 09:45:30"
175,"2006-02-15 09:45:30"
176,"2006-02-15 09:45:30"
177,"2006-02-15 09:45:30"
178,"2006-02-15 09:45:30"
179,"2006-02-15 09:45:30"
180,"2006-02-15 09:45:30"
181,"2006-02-15 09:45:30"
182,"2006-02-15 09:45:30"
183,"2006-02-15 09:45:30"
184,"2006-02-15 09:45:30"
185,"2006-02-15 09:45:30"
186,"2006-02-15 09:45:30"
187,"2006-02-15 09:45:30"
188,"2006-02-15 09:45:30"
189,"2006-02-15 09:45:30"
190,"2006-02-15 09:45:30"
191,"2006-02-15 09:45:30"
192,"2006-02-15 09:45:30"
193,"2006-02-15 09:45:30"
194,"2006-02-15 09:45:30"
195,"2006-02-15 09:45:30"
196,"2006-02-15 09:45:30"
197,"2006-02-15 09:45:30"
198,"2006-02-15 09:45:30"
199,"2006-02-15 09:45:30"
200,"2006-02-15 09:45:30"
201,"2006-02-15 09:45:30"
202,"2006-02-15 09:45:30"
203,"2006-02-15 09:45:30"
204,"2006-02-15 09:45:30"
205,"2006-02-15 09:45:30"
206,"2006-02-15 09:45:30"
207,"2006-02-15 09:45:30"
208,"2006-02-15 09:45:30"
209,"2006-02-15 09:45:30"
210,"2006-02-15 09:45:30"
211,"2006-02-15 09:45:30"
212,"2006-02-15 09:45:30"
213,"2006-02-15 09:45:30"
214,"2006-02-15 09:45:30"
215,"2006-02-15 09:45:30"
216,"2006-02-15 09:45:30"
217,"2006-02-15 09:45:30"
218,"2006-02-15 09:45:30"
219,"2006-02-15 09:45:30"
220,"2006-02-15 09:45:30"
221,"2006-02-15 09:45:30"
222,"2006-02-15 09:45:30"
223,"2006-02-15 09:45:30"
224,"2006-02-15 09:45:30"
225,"2006-02-15 09:45:30"
226,"2006-02-15 09:45:30"
227,"2006-02-15 09:45:30"
228,"2006-02-15 09:45:30"
229,"2006-02-15 09:45:30"
230,"2006-02-15 09:45:30"
231,"2006-02-15 09:45:30"
232,"2006-02-15 09:45:30"
233,"2006-02-15 09:45:30"
234,"2006-02-15 09:45:30"
235,"2006-02-15 09:45:30"
236,"2006-02-15 09:45:30"
237,"2006-02-15 09:45:30"
238,"2006-02-15 09:45:30"
239,"2006-02-15 09:45:30"
240,"2006-02-15 09:45:30"
241,"2006-02-15 09:45:30"
242,"2006-02-15 09:45:30"
243,"2006-02-15 09:45:30"
244,"2006-02-15 09:45:30"
245,"2006-02-15 09:45:30"
246,"2006-02-15 09:45:30"
247,"2006-02-15 09:45:30"
248,"2006-02-15 09:45:30"
249,"2006-02-15 09:45:30"
250,"2006-02-15 09:45:30"
251,"2006-02-15 09:45:30"
252,"2006-02-15 09:45:30"
253,"2006-02-15 09:45:30"
254,"2006-02-15 09:45:30"
255,"2006-02-15 09:45:30"
256,"2006-02-15 09:45:30"
258,"2006-02-15 09:45:30"
259,"2006-02-15 09:45:30"
260,"2006-02-15 09:45:30"
261,"2006-02-15 09:45:30"
262,"2006-02-15 09:45:30"
263,"2006-02-15 09:45:30"
264,"2006-02-15 09:45:30"
265,"2006-02-15 09:45:30"
266,"2006-02-15 09:45:30"
267,"2006-02-15 09:45:30"
268,"2006-02-15 09:45:30"
269,"2006-02-15 09:45:30"
270,"2006-02-15 09:45:30"
271,"2006-02-15 09:45:30"
272,"2006-02-15 09:45:30"
273,"2006-02-15 09:45:30"
274,"2006-02-15 09:45:30"
275,"2006-02-15 09:45:30"
276,"2006-02-15 09:45:30"
277,"2006-02-15 09:45:30"
278,"2006-02-15 09:45:30"
279,"2006-02-15 09:45:30"
280,"2006-02-15 09:45:30"
281,"2006-02-15 09:45:30"
282,"2006-02-15 09:45:30"
283,"2006-02-15 09:45:30"
284,"2006-02-15 09:45:30"
285,"2006-02-15 09:45:30"
286,"2006-02-15 09:45:30"
287,"2006-02-15 09:45:30"
288,"2006-02-15 09:45:30"
289,"2006-02-15 09:45:30"
290,"2006-02-15 09:45:30"
291,"2006-02-15 09:45:30"
292,"2006-02-15 09:45:30"
293,"2006-02-15 09:45:30"
294,"2006-02-15 09:45:30"
295,"2006-02-15 09:45:30"
296,"2006-02-15 09:45:30"
297,"2006-02-15 09:45:30"
298,"2006-02-15 09:45:30"
299,"2006-02-15 09:45:30"
300,"2006-02-15 09:45:30"
301,"2006-02-15 09:45:30"
302,"2006-02-15 09:45:30"
303,"2006-02-15 09:45:30"
304,"2006-02-15 09:45:30"
305,"2006-02-15 09:45:30"
306,"2006-02-15 09:45:30"
307,"2006-02-15 09:45:30"
308,"2006-02-15 09:45:30"
309,"2006-02-15 09:45:30"
310,"2006-02-15 09:45:30"
311,"2006-02-15 09:45:30"
312,"2006-02-15 09:45:30"
313,"2006-02-15 09:45:30"
314,"2006-02-15 09:45:30"
315,"2006-02-15 09:45:30"
316,"2006-02-15 09:45:30"
317,"2006-02-15 09:45:30"
318,"2006-02-15 09:45:30"
319,"2006-02-15 09:45:30"
320,"2006-02-15 09:45:30"
321,"2006-02-15 09:45:30"
322,"2006-02-15 09:45:30"
323,"2006-02-15 09:45:30"
324,"2006-02-15 09:45:30"
325,"2006-02-15 09:45:30"
326,"2006-02-15 09:45:30"
327,"2006-02-15 09:45:30"
328,"2006-02-15 09:45:30"
329,"2006-02-15 09:45:30"
330,"2006-02-15 09:45:30"
331,"2006-02-15 09:45:30"
332,"2006-02-15 09:45:30"
333,"2006-02-15 09:45:30"
334,"2006-02-15 09:45:30"
335,"2006-02-15 09:45:30"
336,"2006-02-15 09:45:30"
337,"2006-02-15 09:45:30"
338,"2006-02-15 09:45:30"
339,"2006-02-15 09:45:30"
340,"2006-02-15 09:45:30"
341,"2006-02-15 09:45:30"
342,"2006-02-15 09:45:30"
343,"2006-02-15 09:45:30"
344,"2006-02-15 09:45:30"
345,"2006-02-15 09:45:30"
346,"2006-02-15 09:45:30"
347,"2006-02-15 09:45:30"
348,"2006-02-15 09:45:30"
349,"2006-02-15 09:45:30"
350,"2006-02-15 09:45:30"
351,"2006-02-15 09:45:30"
352,"2006-02-15 09:45:30"
353,"2006-02-15 09:45:30"
354,"2006-02-15 09:45:30"
355,"2006-02-15 09:45:30"
356,"2006-02-15 09:45:30"
357,"2006-02-15 09:45:30"
358,"2006-02-15 09:45:30"
359,"2006-02-15 09:45:30"
360,"2006-02-15 09:45:30"
361,"2006-02-15 09:45:30"
362,"2006-02-15 09:45:30"
363,"2006-02-15 09:45:30"
364,"2006-02-15 09:45:30"
365,"2006-02-15 09:45:30"
366,"2006-02-15 09:45:30"
367,"2006-02-15 09:45:30"
368,"2006-02-15 09:45:30"
369,"2006-02-15 09:45:30"
370,"2006-02-15 09:45:30"
371,"2006-02-15 09:45:30"
372,"2006-02-15 09:45:30"
373,"2006-02-15 09:45:30"
374,"2006-02-15 09:45:30"
375,"2006-02-15 09:45:30"
376,"2006-02-15 09:45:30"
377,"2006-02-15 09:45:30"
378,"2006-02-15 09:45:30"
379,"2006-02-15 09:45:30"
380,"2006-02-15 09:45:30"
381,"2006-02-15 09:45:30"
382,"2006-02-15 09:45:30"
383,"2006-02-15 09:45:30"
384,"2006-02-15 09:45:30"
385,"2006-02-15 09:45:30"
386,"2006-02-15 09:45:30"
387,"2006-02-15 09:45:30"
388,"2006-02-15 09:45:30"
389,"2006-02-15 09:45:30"
390,"2006-02-15 09:45:30"
391,"2006-02-15 09:45:30"
392,"2006-02-15 09:45:30"
393,"2006-02-15 09:45:30"
394,"2006-02-15 09:45:30"
395,"2006-02-15 09:45:30"
396,"2006-02-15 09:45:30"
397,"2006-02-15 09:45:30"
398,"2006-02-15 09:45:30"
399,"2006-02-15 09:45:30"
400,"2006-02-15 09:45:30"
401,"2006-02-15 09:45:30"
402,"2006-02-15 09:45:30"
403,"2006-02-15 09:45:30"
404,"2006-02-15 09:45:30"
405,"2006-02-15 09:45:30"
406,"2006-02-15 09:45:30"
407,"2006-02-15 09:45:30"
408,"2006-02-15 09:45:30"
409,"2006-02-15 09:45:30"
410,"2006-02-15 09:45:30"
411,"2006-02-15 09:45:30"
412,"2006-02-15 09:45:30"
413,"2006-02-15 09:45:30"
414,"2006-02-15 09:45:30"
415,"2006-02-15 09:45:30"
416,"2006-02-15 09:45:30"
417,"2006-02-15 09:45:30"
418,"2006-02-15 09:45:30"
419,"2006-02-15 09:45:30"
420,"2006-02-15 09:45:30"
421,"2006-02-15 09:45:30"
422,"2006-02-15 09:45:30"
423,"2006-02-15 09:45:30"
424,"2006-02-15 09:45:30"
425,"2006-02-15 09:45:30"
426,"2006-02-15 09:45:30"
427,"2006-02-15 09:45:30"
428,"2006-02-15 09:45:30"
429,"2006-02-15 09:45:30"
430,"2006-02-15 09:45:30"
431,"2006-02-15 09:45:30"
432,"2006-02-15 09:45:30"
433,"2006-02-15 09:45:30"
434,"2006-02-15 09:45:30"
435,"2006-02-15 09:45:30"
436,"2006-02-15 09:45:30"
437,"2006-02-15 09:45:30"
438,"2006-02-15 09:45:30"
439,"2006-02-15 09:45:30"
440,"2006-02-15 09:45:30"
441,"2006-02-15 09:45:30"
442,"2006-02-15 09:45:30"
443,"2006-02-15 09:45:30"
444,"2006-02-15 09:45:30"
445,"2006-02-15 09:45:30"
446,"2006-02-15 09:45:30"
447,"2006-02-15 09:45:30"
448,"2006-02-15 09:45:30"
449,"2006-02-15 09:45:30"
450,"2006-02-15 09:45:30"
451,"2006-02-15 09:45:30"
452,"2006-02-15 09:45:30"
453,"2006-02-15 09:45:30"
454,"2006-02-15 09:45:30"
455,"2006-02-15 09:45:30"
456,"2006-02-15 09:45:30"
457,"2006-02-15 09:45:30"
458,"2006-02-15 09:45:30"
459,"2006-02-15 09:45:30"
460,"2006-02-15 09:45:30"
461,"2006-02-15 09:45:30"
462,"2006-02-15 09:45:30"
463,"2006-02-15 09:45:30"
464,"2006-02-15 09:45:30"
465,"2006-02-15 09:45:30"
466,"2006-02-15 09:45:30"
467,"2006-02-15 09:45:30"
468,"2006-02-15 09:45:30"
469,"2006-02-15 09:45:30"
470,"2006-02-15 09:45:30"
471,"2006-02-15 09:45:30"
472,"2006-02-15 09:45:30"
473,"2006-02-15 09:45:30"
474,"2006-02-15 09:45:30"
475,"2006-02-15 09:45:30"
476,"2006-02-15 09:45:30"
477,"2006-02-15 09:45:30"
478,"2006-02-15 09:45:30"
479,"2006-02-15 09:45:30"
480,"2006-02-15 09:45:30"
481,"2006-02-15 09:45:30"
482,"2006-02-15 09:45:30"
483,"2006-02-15 09:45:30"
484,"2006-02-15 09:45:30"
485,"2006-02-15 09:45:30"
486,"2006-02-15 09:45:30"
487,"2006-02-15 09:45:30"
488,"2006-02-15 09:45:30"
489,"2006-02-15 09:45:30"
490,"2006-02-15 09:45:30"
491,"2006-02-15 09:45:30"
492,"2006-02-15 09:45:30"
493,"2006-02-15 09:45:30"
494,"2006-02-15 09:45:30"
495,"2006-02-15 09:45:30"
496,"2006-02-15 09:45:30"
497,"2006-02-15 09:45:30"
498,"2006-02-15 09:45:30"
499,"2006-02-15 09:45:30"
500,"2006-02-15 09:45:30"
501,"2006-02-15 09:45:30"
502,"2006-02-15 09:45:30"
503,"2006-02-15 09:45:30"
504,"2006-02-15 09:45:30"
505,"2006-02-15 09:45:30"
506,"2006-02-15 09:45:30"
507,"2006-02-15 09:45:30"
508,"2006-02-15 09:45:30"
509,"2006-02-15 09:45:30"
510,"2006-02-15 09:45:30"
511,"2006-02-15 09:45:30"
512,"2006-02-15 09:45:30"
513,"2006-02-15 09:45:30"
514,"2006-02-15 09:45:30"
515,"2006-02-15 09:45:30"
516,"2006-02-15 09:45:30"
517,"2006-02-15 09:45:30"
519,"2006-02-15 09:45:30"
520,"2006-02-15 09:45:30"
521,"2006-02-15 09:45:30"
522,"2006-02-15 09:45:30"
523,"2006-02-15 09:45:30"
524,"2006-02-15 09:45:30"
525,"2006-02-15 09:45:30"
526,"2006-02-15 09:45:30"
527,"2006-02-15 09:45:30"
528,"2006-02-15 09:45:30"
529,"2006-02-15 09:45:30"
530,"2006-02-15 09:45:30"
531,"2006-02-15 09:45:30"
532,"2006-02-15 09:45:30"
533,"2006-02-15 09:45:30"
534,"2006-02-15 09:45:30"
535,"2006-02-15 09:45:30"
536,"2006-02-15 09:45:30"
537,"2006-02-15 09:45:30"
538,"2006-02-15 09:45:30"
539,"2006-02-15 09:45:30"
540,"2006-02-15 09:45:30"
541,"2006-02-15 09:45:30"
542,"2006-02-15 09:45:30"
543,"2006-02-15 09:45:30"
544,"2006-02-15 09:45:30"
545,"2006-02-15 09:45:30"
546,"2006-02-15 09:45:30"
547,"2006-02-15 09:45:30"
548,"2006-02-15 09:45:30"
549,"2006-02-15 09:45:30"
550,"2006-02-15 09:45:30"
551,"2006-02-15 09:45:30"
552,"2006-02-15 09:45:30"
553,"2006-02-15 09:45:30"
554,"2006-02-15 09:45:30"
555,"2006-02-15 09:45:30"
556,"2006-02-15 09:45:30"
557,"2006-02-15 09:45:30"
558,"2006-02-15 09:45:30"
559,"2006-02-15 09:45:30"
560,"2006-02-15 09:45:30"
561,"2006-02-15 09:45:30"
562,"2006-02-15 09:45:30"
563,"2006-02-15 09:45:30"
564,"2006-02-15 09:45:30"
565,"2006-02-15 09:45:30"
566,"2006-02-15 09:45:30"
567,"2006-02-15 09:45:30"
568,"2006-02-15 09:45:30"
569,"2006-02-15 09:45:30"
570,"2006-02-15 09:45:30"
571,"2006-02-15 09:45:30"
572,"2006-02-15 09:45:30"
573,"2006-02-15 09:45:30"
574,"2006-02-15 09:45:30"
575,"2006-02-15 09:45:30"
576,"2006-02-15 09:45:30"
577,"2006-02-15 09:45:30"
578,"2006-02-15 09:45:30"
579,"2006-02-15 09:45:30"
580,"2006-02-15 09:45:30"
581,"2006-02-15 09:45:30"
582,"2006-02-15 09:45:30"
583,"2006-02-15 09:45:30"
584,"2006-02-15 09:45:30"
585,"2006-02-15 09:45:30"
586,"2006-02-15 09:45:30"
587,"2006-02-15 09:45:30"
588,"2006-02-15 09:45:30"
589,"2006-02-15 09:45:30"
590,"2006-02-15 09:45:30"
591,"2006-02-15 09:45:30"
592,"2006-02-15 09:45:30"
593,"2006-02-15 09:45:30"
594,"2006-02-15 09:45:30"
595,"2006-02-15 09:45:30"
596,"2006-02-15 09:45:30"
597,"2006-02-15 09:45:30"
598,"2006-02-15 09:45:30"
599,"2006-02-15 09:45:30"
600,"2006-02-15 09:45:30"
601,"2006-02-15 09:45:30"
602,"2006-02-15 09:45:30"
603,"2006-02-15 09:45:30"
604,"2006-02-15 09:45:30"
605,"2006-02-15 09:45:30"
